gutenberg_id,text,stave
19337,"dull, hollow, melancholy ONE. Light flashed up in the room upon the",2
19337,"instant, and the curtains of his bed were drawn.",2
19337,,2
19337,"The curtains of his bed were drawn aside, I tell you, by a hand. Not the",2
19337,"curtains at his feet, nor the curtains at his back, but those to which",2
19337,his face was addressed. The curtains of his bed were drawn aside; and,2
19337,"Scrooge, starting up into a half-recumbent attitude, found himself face",2
19337,to face with the unearthly visitor who drew them: as close to it as I am,2
19337,"now to you, and I am standing in the spirit at your elbow.",2
19337,,2
19337,It was a strange figure--like a child: yet not so like a child as like,2
19337,"an old man, viewed through some supernatural medium, which gave him the",2
19337,"appearance of having receded from the view, and being diminished to a",2
19337,"child's proportions. Its hair, which hung about its neck and down its",2
19337,"back, was white, as if with age; and yet the face had not a wrinkle in",2
19337,"it, and the tenderest bloom was on the skin. The arms were very long and",2
19337,"muscular; the hands the same, as if its hold were of uncommon strength.",2
19337,"Its legs and feet, most delicately formed, were, like those upper",2
19337,"members, bare. It wore a tunic of the purest white; and round its waist",2
19337,"was bound a lustrous belt, the sheen of which was beautiful. It held a",2
19337,"branch of fresh green holly in its hand: and, in singular contradiction",2
19337,"of that wintry emblem, had its dress trimmed with summer flowers. But",2
19337,"the strangest thing about it was, that from the crown of its head there",2
19337,"sprung a bright clear jet of light, by which all this was visible; and",2
19337,"which was doubtless the occasion of its using, in its duller moments, a",2
19337,"great extinguisher for a cap, which it now held under its arm.",2
19337,,2
19337,"Even this, though, when Scrooge looked at it with increasing steadiness,",2
19337,"was _not_ its strangest quality. For, as its belt sparkled and",2
19337,"glittered, now in one part and now in another, and what was light one",2
19337,"instant at another time was dark, so the figure itself fluctuated in its",2
19337,"distinctness: being now a thing with one arm, now with one leg, now with",2
19337,"twenty legs, now a pair of legs without a head, now a head without a",2
19337,body: of which dissolving parts no outline would be visible in the dense,2
19337,"gloom wherein they melted away. And, in the very wonder of this, it",2
19337,would be itself again; distinct and clear as ever.,2
19337,,2
19337,"""Are you the Spirit, sir, whose coming was foretold to me?"" asked",2
19337,Scrooge.,2
19337,,2
19337,"""I am!""",2
19337,,2
19337,"The voice was soft and gentle. Singularly low, as if, instead of being",2
19337,"so close beside him, it were at a distance.",2
19337,,2
19337,"""Who and what are you?"" Scrooge demanded.",2
19337,,2
19337,"""I am the Ghost of Christmas Past.""",2
19337,,2
19337,"""Long Past?"" inquired Scrooge; observant of its dwarfish stature.",2
19337,,2
19337,"""No. Your past.""",2
19337,,2
19337,"Perhaps Scrooge could not have told anybody why, if anybody could have",2
19337,asked him; but he had a special desire to see the Spirit in his cap; and,2
19337,begged him to be covered.,2
19337,,2
19337,"""What!"" exclaimed the Ghost, ""would you so soon put out, with worldly",2
19337,"hands, the light I give? Is it not enough that you are one of those",2
19337,"whose passions made this cap, and force me through whole trains of years",2
19337,"to wear it low upon my brow?""",2
19337,,2
19337,Scrooge reverently disclaimed all intention to offend or any knowledge,2
19337,"of having wilfully ""bonneted"" the Spirit at any period of his life. He",2
19337,then made bold to inquire what business brought him there.,2
19337,,2
19337,"""Your welfare!"" said the Ghost.",2
19337,,2
19337,"Scrooge expressed himself much obliged, but could not help thinking that",2
19337,a night of unbroken rest would have been more conducive to that end. The,2
19337,"Spirit must have heard him thinking, for it said immediately:",2
19337,,2
19337,"""Your reclamation, then. Take heed!""",2
19337,,2
19337,"It put out its strong hand as it spoke, and clasped him gently by the",2
19337,arm.,2
19337,,2
19337,"""Rise! and walk with me!""",2
19337,,2
19337,It would have been in vain for Scrooge to plead that the weather and the,2
19337,"hour were not adapted to pedestrian purposes; that bed was warm, and",2
19337,the thermometer a long way below freezing; that he was clad but lightly,2
19337,"in his slippers, dressing-gown, and nightcap; and that he had a cold",2
19337,"upon him at that time. The grasp, though gentle as a woman's hand, was",2
19337,"not to be resisted. He rose: but, finding that the Spirit made towards",2
19337,"the window, clasped its robe in supplication.",2
19337,,2
19337,"""I am a mortal,"" Scrooge remonstrated, ""and liable to fall.""",2
19337,,2
19337,"""Bear but a touch of my hand _there_,"" said the Spirit, laying it upon",2
19337,"his heart, ""and you shall be upheld in more than this!""",2
19337,,2
19337,"As the words were spoken, they passed through the wall, and stood upon",2
19337,"an open country road, with fields on either hand. The city had entirely",2
19337,vanished. Not a vestige of it was to be seen. The darkness and the mist,2
19337,"had vanished with it, for it was a clear, cold, winter day, with the",2
19337,snow upon the ground.,2
19337,,2
19337,"""Good Heaven!"" said Scrooge, clasping his hands together as he looked",2
19337,"about him. ""I was bred in this place. I was a boy here!""",2
19337,,2
19337,"The Spirit gazed upon him mildly. Its gentle touch, though it had been",2
19337,"light and instantaneous, appeared still present to the old man's sense",2
19337,"of feeling. He was conscious of a thousand odours floating in the air,",2
19337,"each one connected with a thousand thoughts, and hopes, and joys, and",2
19337,"cares long, long forgotten!",2
19337,,2
19337,"""Your lip is trembling,"" said the Ghost. ""And what is that upon your",2
19337,"cheek?""",2
19337,,2
19337,"Scrooge muttered, with an unusual catching in his voice, that it was a",2
19337,pimple; and begged the Ghost to lead him where he would.,2
19337,,2
19337,"""You recollect the way?"" inquired the Spirit.",2
19337,,2
19337,"""Remember it!"" cried Scrooge with fervour; ""I could walk it blindfold.""",2
19337,,2
19337,"""Strange to have forgotten it for so many years!"" observed the Ghost.",2
19337,"""Let us go on.""",2
19337,,2
19337,"[Illustration: _""You recollect the way?"" inquired the spirit. ""Remember",2
19337,"it!"" cried Scrooge with fervour; ""I could walk it blindfold.""_]",2
19337,,2
19337,"They walked along the road, Scrooge recognising every gate, and post,",2
19337,"and tree, until a little market-town appeared in the distance, with its",2
19337,"bridge, its church, and winding river. Some shaggy ponies now were seen",2
19337,"trotting towards them with boys upon their backs, who called to other",2
19337,"boys in country gigs and carts, driven by farmers. All these boys were",2
19337,"in great spirits, and shouted to each other, until the broad fields were",2
19337,"so full of merry music, that the crisp air laughed to hear it.",2
19337,,2
19337,"""These are but shadows of the things that have been,"" said the Ghost.",2
19337,"""They have no consciousness of us.""",2
19337,,2
19337,"The jocund travellers came on; and as they came, Scrooge knew and named",2
19337,them every one. Why was he rejoiced beyond all bounds to see them? Why,2
19337,"did his cold eye glisten, and his heart leap up as they went past? Why",2
19337,was he filled with gladness when he heard them give each other Merry,2
19337,"Christmas, as they parted at cross-roads and by-ways for their several",2
19337,homes? What was merry Christmas to Scrooge? Out upon merry Christmas!,2
19337,What good had it ever done to him?,2
19337,,2
19337,"""The school is not quite deserted,"" said the Ghost. ""A solitary child,",2
19337,"neglected by his friends, is left there still.""",2
19337,,2
19337,Scrooge said he knew it. And he sobbed.,2
19337,,2
19337,"They left the high-road by a well-remembered lane, and soon approached a",2
19337,"mansion of dull red brick, with a little weather-cock surmounted cupola",2
19337,"on the roof and a bell hanging in it. It was a large house, but one of",2
19337,"broken fortunes: for the spacious offices were little used, their walls",2
19337,"were damp and mossy, their windows broken, and their gates decayed.",2
19337,Fowls clucked and strutted in the stables; and the coach-houses and,2
19337,sheds were overrun with grass. Nor was it more retentive of its ancient,2
19337,"state within; for, entering the dreary hall, and glancing through the",2
19337,"open doors of many rooms, they found them poorly furnished, cold, and",2
19337,"vast. There was an earthly savour in the air, a chilly bareness in the",2
19337,"place, which associated itself somehow with too much getting up by",2
19337,"candle-light, and not too much to eat.",2
19337,,2
19337,"They went, the Ghost and Scrooge, across the hall, to a door at the",2
19337,"back of the house. It opened before them, and disclosed a long, bare,",2
19337,"melancholy room, made barer still by lines of plain deal forms and",2
19337,desks. At one of these a lonely boy was reading near a feeble fire; and,2
19337,"Scrooge sat down upon a form, and wept to see his poor forgotten self as",2
19337,he had used to be.,2
19337,,2
19337,"Not a latent echo in the house, not a squeak and scuffle from the mice",2
19337,"behind the panelling, not a drip from the half-thawed water-spout in the",2
19337,"dull yard behind, not a sigh among the leafless boughs of one despondent",2
19337,"poplar, not the idle swinging of an empty storehouse door, no, not a",2
19337,"clicking in the fire, but fell upon the heart of Scrooge with softening",2
19337,"influence, and gave a freer passage to his tears.",2
19337,,2
19337,"The Spirit touched him on the arm, and pointed to his younger self,",2
19337,intent upon his reading. Suddenly a man in foreign garments: wonderfully,2
19337,"real and distinct to look at: stood outside the window, with an axe",2
19337,"stuck in his belt, and leading by the bridle an ass laden with wood.",2
19337,,2
19337,"""Why, it's Ali Baba!"" Scrooge exclaimed in ecstasy. ""It's dear old",2
19337,"honest Ali Baba! Yes, yes, I know. One Christmas-time when yonder",2
19337,"solitary child was left here all alone, he _did_ come, for the first",2
19337,"time, just like that. Poor boy! And Valentine,"" said Scrooge, ""and his",2
19337,"wild brother, Orson; there they go! And what's his name, who was put",2
19337,"down in his drawers, asleep, at the gate of Damascus; don't you see him?",2
19337,And the Sultan's Groom turned upside down by the Genii: there he is upon,2
19337,his head! Serve him right! I'm glad of it. What business had _he_ to be,2
19337,"married to the Princess?""",2
19337,,2
19337,To hear Scrooge expending all the earnestness of his nature on such,2
19337,"subjects, in a most extraordinary voice between laughing and crying; and",2
19337,to see his heightened and excited face; would have been a surprise to,2
19337,"his business friends in the City, indeed.",2
19337,,2
19337,"[Illustration: _""Why, it's Ali Baba!"" Scrooge exclaimed in ecstasy.",2
19337,"""It's dear old honest Ali Baba.""_]",2
19337,,2
19337,"""There's the Parrot!"" cried Scrooge. ""Green body and yellow tail, with",2
19337,a thing like a lettuce growing out of the top of his head; there he is!,2
19337,"Poor Robin Crusoe he called him, when he came home again after sailing",2
19337,"round the island. 'Poor Robin Crusoe, where have you been, Robin",2
19337,"Crusoe?' The man thought he was dreaming, but he wasn't. It was the",2
19337,"Parrot, you know. There goes Friday, running for his life to the little",2
19337,"creek! Halloa! Hoop! Halloo!""",2
19337,,2
19337,"Then, with a rapidity of transition very foreign to his usual character,",2
19337,"he said, in pity for his former self, ""Poor boy!"" and cried again.",2
19337,,2
19337,"""I wish,"" Scrooge muttered, putting his hand in his pocket, and looking",2
19337,"about him, after drying his eyes with his cuff: ""but it's too late now.""",2
19337,,2
19337,"""What is the matter?"" asked the Spirit.",2
19337,,2
19337,"""Nothing,"" said Scrooge. ""Nothing. There was a boy singing a Christmas",2
19337,Carol at my door last night. I should like to have given him something:,2
19337,"that's all.""",2
19337,,2
19337,"The Ghost smiled thoughtfully, and waved its hand: saying, as it did so,",2
19337,"""Let us see another Christmas!""",2
19337,,2
19337,"Scrooge's former self grew larger at the words, and the room became a",2
19337,"little darker and more dirty. The panels shrunk, the windows cracked;",2
19337,"fragments of plaster fell out of the ceiling, and the naked laths were",2
19337,shown instead; but how all this was brought about Scrooge knew no more,2
19337,than you do. He only knew that it was quite correct: that everything had,2
19337,"happened so; that there he was, alone again, when all the other boys had",2
19337,gone home for the jolly holidays.,2
19337,,2
19337,"He was not reading now, but walking up and down despairingly. Scrooge",2
19337,"looked at the Ghost, and, with a mournful shaking of his head, glanced",2
19337,anxiously towards the door.,2
19337,,2
19337,"It opened; and a little girl, much younger than the boy, came darting",2
19337,"in, and, putting her arms about his neck, and often kissing him,",2
19337,"addressed him as her ""dear, dear brother.""",2
19337,,2
19337,"""I have come to bring you home, dear brother!"" said the child, clapping",2
19337,"her tiny hands, and bending down to laugh. ""To bring you home, home,",2
19337,"home!""",2
19337,,2
19337,"""Home, little Fan?"" returned the boy.",2
19337,,2
19337,"""Yes!"" said the child, brimful of glee. ""Home for good and all. Home for",2
19337,"ever and ever. Father is so much kinder than he used to be, that home's",2
19337,like Heaven! He spoke so gently to me one dear night when I was going to,2
19337,"bed, that I was not afraid to ask him once more if you might come home;",2
19337,"and he said Yes, you should; and sent me in a coach to bring you. And",2
19337,"you're to be a man!"" said the child, opening her eyes; ""and are never to",2
19337,"come back here; but first we're to be together all the Christmas long,",2
19337,"and have the merriest time in all the world.""",2
19337,,2
19337,"""You are quite a woman, little Fan!"" exclaimed the boy.",2
19337,,2
19337,"She clapped her hands and laughed, and tried to touch his head; but,",2
19337,"being too little, laughed again, and stood on tiptoe to embrace him.",2
19337,"Then she began to drag him, in her childish eagerness, towards the door;",2
19337,"and he, nothing loath to go, accompanied her.",2
19337,,2
19337,"A terrible voice in the hall cried, ""Bring down Master Scrooge's box,",2
19337,"there!"" and in the hall appeared the schoolmaster himself, who glared on",2
19337,"Master Scrooge with a ferocious condescension, and threw him into a",2
19337,dreadful state of mind by shaking hands with him. He then conveyed him,2
19337,and his sister into the veriest old well of a shivering best parlour,2
19337,"that ever was seen, where the maps upon the wall, and the celestial and",2
19337,"terrestrial globes in the windows, were waxy with cold. Here he produced",2
19337,"a decanter of curiously light wine, and a block of curiously heavy cake,",2
19337,and administered instalments of those dainties to the young people: at,2
19337,the same time sending out a meagre servant to offer a glass of,2
19337,"""something"" to the postboy who answered that he thanked the gentleman,",2
19337,"but, if it was the same tap as he had tasted before, he had rather not.",2
19337,Master Scrooge's trunk being by this time tied on to the top of the,2
19337,"chaise, the children bade the schoolmaster good-bye right willingly;",2
19337,"and, getting into it, drove gaily down the garden sweep; the quick",2
19337,wheels dashing the hoar frost and snow from off the dark leaves of the,2
19337,evergreens like spray.,2
19337,,2
19337,"""Always a delicate creature, whom a breath might have withered,"" said",2
19337,"the Ghost. ""But she had a large heart!""",2
19337,,2
19337,"""So she had,"" cried Scrooge. ""You're right. I will not gainsay it,",2
19337,"Spirit. God forbid!""",2
19337,,2
19337,"""She died a woman,"" said the Ghost, ""and had, as I think, children.""",2
19337,,2
19337,"""One child,"" Scrooge returned.",2
19337,,2
19337,"""True,"" said the Ghost. ""Your nephew!""",2
19337,,2
19337,"Scrooge seemed uneasy in his mind; and answered briefly, ""Yes.""",2
19337,,2
19337,"Although they had but that moment left the school behind them, they were",2
19337,"now in the busy thoroughfares of a city, where shadowy passengers passed",2
19337,"and repassed; where shadowy carts and coaches battled for the way, and",2
19337,"all the strife and tumult of a real city were. It was made plain enough,",2
19337,"by the dressing of the shops, that here, too, it was Christmas-time",2
19337,"again; but it was evening, and the streets were lighted up.",2
19337,,2
19337,"The Ghost stopped at a certain warehouse door, and asked Scrooge if he",2
19337,knew it.,2
19337,,2
19337,"""Know it!"" said Scrooge. ""Was I apprenticed here?""",2
19337,,2
19337,"They went in. At sight of an old gentleman in a Welsh wig, sitting",2
19337,"behind such a high desk, that if he had been two inches taller, he must",2
19337,"have knocked his head against the ceiling, Scrooge cried in great",2
19337,excitement:,2
19337,,2
19337,"""Why, it's old Fezziwig! Bless his heart, it's Fezziwig alive again!""",2
19337,,2
19337,"Old Fezziwig laid down his pen, and looked up at the clock, which",2
19337,pointed to the hour of seven. He rubbed his hands; adjusted his,2
19337,"capacious waistcoat; laughed all over himself, from his shoes to his",2
19337,"organ of benevolence; and called out, in a comfortable, oily, rich, fat,",2
19337,jovial voice:,2
19337,,2
19337,"""Yo ho, there! Ebenezer! Dick!""",2
19337,,2
19337,"Scrooge's former self, now grown a young man, came briskly in,",2
19337,accompanied by his fellow-'prentice.,2
19337,,2
19337,"""Dick Wilkins, to be sure!"" said Scrooge to the Ghost. ""Bless me, yes.",2
19337,"There he is. He was very much attached to me, was Dick. Poor Dick! Dear,",2
19337,"dear!""",2
19337,,2
19337,"""Yo ho, my boys!"" said Fezziwig. ""No more work to-night. Christmas-eve,",2
19337,"Dick. Christmas, Ebenezer! Let's have the shutters up,"" cried old",2
19337,"Fezziwig with a sharp clap of his hands, ""before a man can say Jack",2
19337,"Robinson!""",2
19337,,2
19337,You wouldn't believe how those two fellows went at it! They charged into,2
19337,"the street with the shutters--one, two, three--had 'em up in their",2
19337,"places--four, five, six--barred 'em and pinned 'em--seven, eight,",2
19337,"nine--and came back before you could have got to twelve, panting like",2
19337,race-horses.,2
19337,,2
19337,"""Hilli-ho!"" cried old Fezziwig, skipping down from the high desk with",2
19337,"wonderful agility. ""Clear away, my lads, and let's have lots of room",2
19337,"here! Hilli-ho, Dick! Chirrup, Ebenezer!""",2
19337,,2
19337,"Clear away! There was nothing they wouldn't have cleared away, or",2
19337,"couldn't have cleared away, with old Fezziwig looking on. It was done in",2
19337,"a minute. Every movable was packed off, as if it were dismissed from",2
19337,"public life for evermore; the floor was swept and watered, the lamps",2
19337,"were trimmed, fuel was heaped upon the fire; and the warehouse was as",2
19337,"snug, and warm, and dry, and bright a ball-room as you would desire to",2
19337,see upon a winter's night.,2
19337,,2
19337,"In came a fiddler with a music-book, and went up to the lofty desk, and",2
19337,"made an orchestra of it, and tuned like fifty stomachaches. In came Mrs.",2
19337,"Fezziwig, one vast substantial smile. In came the three Miss Fezziwigs,",2
19337,beaming and lovable. In came the six young followers whose hearts they,2
19337,broke. In came all the young men and women employed in the business. In,2
19337,"came the housemaid, with her cousin the baker. In came the cook, with",2
19337,her brother's particular friend the milkman. In came the boy from over,2
19337,"the way, who was suspected of not having board enough from his master;",2
19337,"trying to hide himself behind the girl from next door but one, who was",2
19337,"proved to have had her ears pulled by her mistress. In they all came,",2
19337,"one after another; some shyly, some boldly, some gracefully, some",2
19337,"awkwardly, some pushing, some pulling; in they all came, any how and",2
19337,"every how. Away they all went, twenty couple at once; hands half round",2
19337,and back again the other way; down the middle and up again; round and,2
19337,round in various stages of affectionate grouping; old top couple always,2
19337,turning up in the wrong place; new top couple starting off again as soon,2
19337,"as they got there; all top couples at last, and not a bottom one to help",2
19337,"them! When this result was brought about, old Fezziwig, clapping his",2
19337,"hands to stop the dance, cried out, ""Well done!"" and the fiddler plunged",2
19337,"his hot face into a pot of porter, especially provided for that purpose.",2
19337,"But, scorning rest upon his reappearance, he instantly began again,",2
19337,"though there were no dancers yet, as if the other fiddler had been",2
19337,"carried home, exhausted, on a shutter, and he were a bran-new man",2
19337,"resolved to beat him out of sight, or perish.",2
19337,,2
19337,"There were more dances, and there were forfeits, and more dances, and",2
19337,"there was cake, and there was negus, and there was a great piece of Cold",2
19337,"Roast, and there was a great piece of Cold Boiled, and there were",2
19337,"mince-pies, and plenty of beer. But the great effect of the evening came",2
19337,"after the Roast and Boiled, when the fiddler (an artful dog, mind! The",2
19337,sort of man who knew his business better than you or I could have told,2
19337,"it him!) struck up ""Sir Roger de Coverley."" Then old Fezziwig stood out",2
19337,"to dance with Mrs. Fezziwig. Top couple, too; with a good stiff piece of",2
19337,work cut out for them; three or four and twenty pair of partners; people,2
19337,"who were not to be trifled with; people who _would_ dance, and had no",2
19337,notion of walking.,2
19337,,2
19337,But if they had been twice as many--ah! four times--old Fezziwig would,2
19337,"have been a match for them, and so would Mrs. Fezziwig. As to _her_, she",2
19337,was worthy to be his partner in every sense of the term. If that's not,2
19337,"high praise, tell me higher, and I'll use it. A positive light appeared",2
19337,to issue from Fezziwig's calves. They shone in every part of the dance,2
19337,"like moons. You couldn't have predicted, at any given time, what would",2
19337,become of them next. And when old Fezziwig and Mrs. Fezziwig had gone,2
19337,"all through the dance; advance and retire, both hands to your partner,",2
19337,"bow and curtsy, cork-screw, thread-the-needle, and back again to your",2
19337,"place; Fezziwig ""cut""--cut so deftly, that he appeared to wink with his",2
19337,"legs, and came upon his feet again without a stagger.",2
19337,,2
19337,"When the clock struck eleven, this domestic ball broke up. Mr. and Mrs.",2
19337,"Fezziwig took their stations, one on either side the door, and, shaking",2
19337,"hands with every person individually as he or she went out, wished him",2
19337,or her a Merry Christmas. When everybody had retired but the two,2
19337,"'prentices, they did the same to them; and thus the cheerful voices died",2
19337,"away, and the lads were left to their beds; which were under a counter",2
19337,in the back-shop.,2
19337,,2
19337,During the whole of this time Scrooge had acted like a man out of his,2
19337,"wits. His heart and soul were in the scene, and with his former self. He",2
19337,"corroborated everything, remembered everything, enjoyed everything, and",2
19337,"underwent the strangest agitation. It was not until now, when the bright",2
19337,"faces of his former self and Dick were turned from them, that he",2
19337,"remembered the Ghost, and became conscious that it was looking full upon",2
19337,"him, while the light upon its head burnt very clear.",2
19337,,2
19337,"""A small matter,"" said the Ghost, ""to make these silly folks so full of",2
19337,"gratitude.""",2
19337,,2
19337,"""Small!"" echoed Scrooge.",2
19337,,2
19337,"The Spirit signed to him to listen to the two apprentices, who were",2
19337,"pouring out their hearts in praise of Fezziwig; and, when he had done",2
19337,"so, said:",2
19337,,2
19337,"""Why! Is it not? He has spent but a few pounds of your mortal money:",2
19337,"three or four, perhaps. Is that so much that he deserves this praise?""",2
19337,,2
19337,"""It isn't that,"" said Scrooge, heated by the remark, and speaking",2
19337,"unconsciously like his former, not his latter self. ""It isn't that,",2
19337,Spirit. He has the power to render us happy or unhappy; to make our,2
19337,service light or burdensome; a pleasure or a toil. Say that his power,2
19337,lies in words and looks; in things so slight and insignificant that it,2
19337,is impossible to add and count 'em up: what then? The happiness he gives,2
19337,"is quite as great as if it cost a fortune.""",2
19337,,2
19337,"He felt the Spirit's glance, and stopped.",2
19337,,2
19337,"""What is the matter?"" asked the Ghost.",2
19337,,2
19337,"""Nothing particular,"" said Scrooge.",2
19337,,2
19337,"""Something, I think?"" the Ghost insisted.",2
19337,,2
19337,"""No,"" said Scrooge, ""no. I should like to be able to say a word or two",2
19337,"to my clerk just now. That's all.""",2
19337,,2
19337,His former self turned down the lamps as he gave utterance to the wish;,2
19337,and Scrooge and the Ghost again stood side by side in the open air.,2
19337,,2
19337,"""My time grows short,"" observed the Spirit. ""Quick!""",2
19337,,2
19337,"This was not addressed to Scrooge, or to any one whom he could see, but",2
19337,it produced an immediate effect. For again Scrooge saw himself. He was,2
19337,older now; a man in the prime of life. His face had not the harsh and,2
19337,rigid lines of later years; but it had begun to wear the signs of care,2
19337,"and avarice. There was an eager, greedy, restless motion in the eye,",2
19337,"which showed the passion that had taken root, and where the shadow of",2
19337,the growing tree would fall.,2
19337,,2
19337,"He was not alone, but sat by the side of a fair young girl in a mourning",2
19337,"dress: in whose eyes there were tears, which sparkled in the light that",2
19337,shone out of the Ghost of Christmas Past.,2
19337,,2
19337,"""It matters little,"" she said softly. ""To you, very little. Another idol",2
19337,"has displaced me; and, if it can cheer and comfort you in time to come",2
19337,"as I would have tried to do, I have no just cause to grieve.""",2
19337,,2
19337,"""What Idol has displaced you?"" he rejoined.",2
19337,,2
19337,"""A golden one.""",2
19337,,2
19337,"""This is the even-handed dealing of the world!"" he said. ""There is",2
19337,nothing on which it is so hard as poverty; and there is nothing it,2
19337,"professes to condemn with such severity as the pursuit of wealth!""",2
19337,,2
19337,"""You fear the world too much,"" she answered gently. ""All your other",2
19337,hopes have merged into the hope of being beyond the chance of its sordid,2
19337,"reproach. I have seen your nobler aspirations fall off one by one, until",2
19337,"the master passion, Gain, engrosses you. Have I not?""",2
19337,,2
19337,"""What then?"" he retorted. ""Even if I have grown so much wiser, what",2
19337,"then? I am not changed towards you.""",2
19337,,2
19337,She shook her head.,2
19337,,2
19337,"""Am I?""",2
19337,,2
19337,"""Our contract is an old one. It was made when we were both poor, and",2
19337,"content to be so, until, in good season, we could improve our worldly",2
19337,fortune by our patient industry. You _are_ changed. When it was made you,2
19337,"were another man.""",2
19337,,2
19337,"""I was a boy,"" he said impatiently.",2
19337,,2
19337,"""Your own feeling tells you that you were not what you are,"" she",2
19337,"returned. ""I am. That which promised happiness when we were one in heart",2
19337,is fraught with misery now that we are two. How often and how keenly I,2
19337,have thought of this I will not say. It is enough that I _have_ thought,2
19337,"of it, and can release you.""",2
19337,,2
19337,"""Have I ever sought release?""",2
19337,,2
19337,"""In words. No. Never.""",2
19337,,2
19337,"""In what, then?""",2
19337,,2
19337,"""In a changed nature; in an altered spirit; in another atmosphere of",2
19337,life; another Hope as its great end. In everything that made my love of,2
19337,"any worth or value in your sight. If this had never been between us,""",2
19337,"said the girl, looking mildly, but with steadiness, upon him, ""tell me,",2
19337,"would you seek me out and try to win me now? Ah, no!""",2
19337,,2
19337,He seemed to yield to the justice of this supposition in spite of,2
19337,"himself. But he said, with a struggle, ""You think not.""",2
19337,,2
19337,"""I would gladly think otherwise if I could,"" she answered. ""Heaven",2
19337,"knows! When _I_ have learned a Truth like this, I know how strong and",2
19337,"irresistible it must be. But if you were free to-day, to-morrow,",2
19337,"yesterday, can even I believe that you would choose a dowerless",2
19337,"girl--you who, in your very confidence with her, weigh everything by",2
19337,"Gain: or, choosing her, if for a moment you were false enough to your",2
19337,"one guiding principle to do so, do I not know that your repentance and",2
19337,"regret would surely follow? I do; and I release you. With a full heart,",2
19337,"for the love of him you once were.""",2
19337,,2
19337,"He was about to speak; but, with her head turned from him, she resumed.",2
19337,,2
19337,"""You may--the memory of what is past half makes me hope you will--have",2
19337,"pain in this. A very, very brief time, and you will dismiss the",2
19337,"recollection of it gladly, as an unprofitable dream, from which it",2
19337,happened well that you awoke. May you be happy in the life you have,2
19337,"chosen!""",2
19337,,2
19337,"She left him, and they parted.",2
19337,,2
19337,"""Spirit!"" said Scrooge, ""show me no more! Conduct me home. Why do you",2
19337,"delight to torture me?""",2
19337,,2
19337,"""One shadow more!"" exclaimed the Ghost.",2
19337,,2
19337,"""No more!"" cried Scrooge. ""No more! I don't wish to see it. Show me no",2
19337,"more!""",2
19337,,2
19337,"But the relentless Ghost pinioned him in both his arms, and forced him",2
19337,to observe what happened next.,2
19337,,2
19337,"They were in another scene and place; a room, not very large or",2
19337,"handsome, but full of comfort. Near to the winter fire sat a beautiful",2
19337,"young girl, so like that last that Scrooge believed it was the same,",2
19337,"until he saw _her_, now a comely matron, sitting opposite her daughter.",2
19337,"The noise in this room was perfectly tumultuous, for there were more",2
19337,children there than Scrooge in his agitated state of mind could count;,2
19337,"and, unlike the celebrated herd in the poem, they were not forty",2
19337,"children conducting themselves like one, but every child was conducting",2
19337,itself like forty. The consequences were uproarious beyond belief; but,2
19337,"no one seemed to care; on the contrary, the mother and daughter laughed",2
19337,"heartily, and enjoyed it very much; and the latter, soon beginning to",2
19337,"mingle in the sports, got pillaged by the young brigands most",2
19337,ruthlessly. What would I not have given to be one of them! Though I,2
19337,"never could have been so rude, no, no! I wouldn't for the wealth of all",2
19337,"the world have crushed that braided hair, and torn it down; and, for the",2
19337,"precious little shoe, I wouldn't have plucked it off, God bless my soul!",2
19337,"to save my life. As to measuring her waist in sport, as they did, bold",2
19337,"young brood, I couldn't have done it; I should have expected my arm to",2
19337,"have grown round it for a punishment, and never come straight again. And",2
19337,"yet I should have dearly liked, I own, to have touched her lips; to have",2
19337,"questioned her, that she might have opened them; to have looked upon the",2
19337,"lashes of her downcast eyes, and never raised a blush; to have let loose",2
19337,"waves of hair, an inch of which would be a keepsake beyond price: in",2
19337,"short, I should have liked, I do confess, to have had the lightest",2
19337,"licence of a child, and yet to have been man enough to know its value.",2
19337,,2
19337,"But now a knocking at the door was heard, and such a rush immediately",2
19337,"ensued that she, with laughing face and plundered dress, was borne",2
19337,"towards it in the centre of a flushed and boisterous group, just in time",2
19337,"to greet the father, who came home attended by a man laden with",2
19337,"Christmas toys and presents. Then the shouting and the struggling, and",2
19337,"the onslaught that was made on the defenceless porter! The scaling him,",2
19337,"with chairs for ladders, to dive into his pockets, despoil him of",2
19337,"brown-paper parcels, hold on tight by his cravat, hug him round the",2
19337,"neck, pummel his back, and kick his legs in irrepressible affection! The",2
19337,shouts of wonder and delight with which the development of every package,2
19337,was received! The terrible announcement that the baby had been taken in,2
19337,"the act of putting a doll's frying-pan into his mouth, and was more than",2
19337,"suspected of having swallowed a fictitious turkey, glued on a wooden",2
19337,"platter! The immense relief of finding this a false alarm! The joy, and",2
19337,"gratitude, and ecstasy! They are all indescribable alike. It is enough",2
19337,"that by degrees, the children and their emotions got out of the parlour,",2
19337,"and, by one stair at a time, up to the top of the house, where they went",2
19337,"to bed, and so subsided.",2
19337,,2
19337,"And now Scrooge looked on more attentively than ever, when the master of",2
19337,"the house, having his daughter leaning fondly on him, sat down with her",2
19337,and her mother at his own fireside; and when he thought that such,2
19337,"another creature, quite as graceful and as full of promise, might have",2
19337,"called him father, and been a spring-time in the haggard winter of his",2
19337,"life, his sight grew very dim indeed.",2
19337,,2
